Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
349.0,Kessler Edwards,24.0,DAL,SF,34.0,12.0,444.0,10.2,0.529,0.412,0.052,4.2,15.6,10.0,10.8,1.6,2.9,10.0,10.6,0.3,0.5,0.8,0.082,-2.6,0.9,-1.7,0.0,
350.0,Richaun Holmes,31.0,WAS,PF,24.0,7.0,430.0,19.5,0.714,0.028,0.443,11.2,22.8,17.0,12.8,0.7,4.0,12.4,14.1,1.3,0.3,1.6,0.177,1.1,0.3,1.3,0.4,
351.0,Zeke Nnaji,24.0,DEN,PF,43.0,3.0,428.0,12.2,0.6,0.359,0.282,5.6,10.5,8.2,3.1,1.6,5.2,4.9,12.0,0.6,0.4,1.0,0.109,-2.0,0.3,-1.8,0.0,
352.0,Keaton Wallace,25.0,ATL,PG,27.0,3.0,424.0,9.9,0.546,0.535,0.087,1.5,7.9,4.6,17.4,2.4,1.7,17.5,15.4,0.0,0.3,0.3,0.038,-3.1,0.9,-2.2,0.0,
353.0,John Konchar,28.0,MEM,SG,33.0,4.0,420.0,10.5,0.543,0.694,0.083,7.4,20.6,14.1,8.5,1.8,2.6,15.8,8.4,0.3,0.6,0.9,0.106,-1.5,1.5,0.0,0.2,
354.0,Delon Wright,32.0,2TM,PG,29.0,2.0,418.0,7.7,0.372,0.595,0.238,4.0,7.9,6.0,14.6,2.8,2.2,13.1,11.1,-0.3,0.5,0.3,0.03,-4.1,1.6,-2.5,-0.1,
354.0,Delon Wright,32.0,MIL,PG,26.0,2.0,405.0,7.4,0.365,0.598,0.195,4.1,7.9,6.1,14.5,2.7,2.1,13.6,11.1,-0.3,0.5,0.2,0.026,-4.2,1.5,-2.8,-0.1,
354.0,Delon Wright,32.0,NYK,PG,3.0,0.0,13.0,18.3,0.532,0.5,2.0,0.0,8.7,4.4,18.7,3.8,7.1,0.0,12.5,0.0,0.0,0.0,0.177,1.6,3.9,5.6,0.0,
355.0,Quinten Post,24.0,GSW,PF,26.0,9.0,410.0,15.9,0.596,0.599,0.099,6.5,19.6,12.8,14.4,1.2,2.3,10.0,20.4,0.6,0.5,1.1,0.133,1.1,0.1,1.2,0.3,
356.0,Jordan Miller,25.0,LAC,SF,33.0,0.0,404.0,10.8,0.505,0.285,0.254,6.4,9.7,8.1,11.6,2.1,1.2,14.2,18.1,-0.1,0.5,0.4,0.049,-2.8,0.2,-2.6,-0.1,
357.0,Orlando Robinson,24.0,2TM,C,29.0,3.0,397.0,11.3,0.497,0.202,0.316,11.2,18.2,14.6,12.2,1.7,2.4,17.2,16.7,0.0,0.4,0.4,0.046,-3.9,0.3,-3.6,-0.2,
357.0,Orlando Robinson,24.0,SAC,C,9.0,0.0,57.0,12.1,0.473,0.294,0.412,5.8,21.4,13.6,20.5,2.6,1.7,16.6,18.1,0.0,0.1,0.1,0.053,-4.1,1.3,-2.8,0.0,
357.0,Orlando Robinson,24.0,TOR,C,20.0,3.0,340.0,11.2,0.501,0.186,0.299,12.1,17.6,14.8,10.8,1.6,2.5,17.3,16.5,0.0,0.3,0.3,0.045,-3.9,0.1,-3.8,-0.2,
358.0,Ousmane Dieng,21.0,OKC,C,34.0,1.0,395.0,11.6,0.538,0.577,0.13,4.7,16.4,10.6,9.6,2.1,1.8,12.2,15.9,0.1,0.7,0.9,0.106,-2.1,1.0,-1.1,0.1,
359.0,Bol Bol,25.0,PHO,PF,28.0,9.0,387.0,18.6,0.622,0.516,0.151,5.4,21.7,13.9,7.3,0.8,5.5,8.6,21.2,0.5,0.3,0.8,0.101,1.6,-1.1,0.5,0.2,
360.0,Reggie Jackson,34.0,PHI,PG,31.0,1.0,384.0,9.9,0.496,0.556,0.068,2.3,10.6,6.3,17.3,2.1,0.8,11.0,17.6,0.0,0.2,0.2,0.021,-3.1,-0.8,-3.9,-0.2,
361.0,David Roddy,23.0,2TM,PF,30.0,3.0,375.0,12.4,0.575,0.482,0.196,3.7,19.8,11.5,12.0,1.8,2.0,14.7,15.7,0.2,0.4,0.5,0.067,-1.4,0.3,-1.0,0.1,
361.0,David Roddy,23.0,ATL,PF,27.0,3.0,346.0,11.8,0.594,0.462,0.237,3.3,19.0,11.0,11.4,1.6,2.1,16.3,14.5,0.2,0.3,0.5,0.069,-1.8,0.4,-1.4,0.1,
361.0,David Roddy,23.0,PHI,PF,3.0,0.0,29.0,19.3,0.474,0.579,0.0,7.6,29.0,17.8,19.2,3.4,0.0,5.0,30.2,0.0,0.0,0.0,0.042,3.1,-0.5,2.6,0.0,
362.0,Trevelin Queen,27.0,ORL,SG,26.0,2.0,373.0,9.5,0.448,0.524,0.121,5.8,7.3,6.5,13.3,3.3,2.6,13.3,17.6,-0.4,0.6,0.3,0.035,-4.0,2.1,-1.9,0.0,
363.0,Jaylon Tyson,22.0,CLE,SG,40.0,2.0,366.0,11.3,0.555,0.382,0.176,9.2,14.1,11.7,13.0,1.2,0.5,14.7,15.0,0.4,0.4,0.8,0.111,-2.0,-0.3,-2.3,0.0,
364.0,Charles Bassey,24.0,SAS,C,34.0,1.0,363.0,19.8,0.601,0.0,0.284,16.5,27.5,22.1,6.9,1.9,7.0,15.0,18.0,0.5,0.6,1.1,0.144,-1.3,0.6,-0.7,0.1,
365.0,Jaylen Clark,23.0,MIN,SG,24.0,4.0,359.0,10.8,0.582,0.464,0.214,5.3,4.3,4.8,5.3,3.3,0.3,4.2,11.6,0.5,0.5,1.0,0.128,-3.3,2.3,-1.0,0.1,
366.0,Jeff Dowtin,27.0,PHI,PG,31.0,0.0,356.0,12.8,0.516,0.295,0.223,1.8,10.8,6.1,19.9,1.4,1.4,4.7,15.9,0.4,0.1,0.6,0.076,-1.0,-0.5,-1.5,0.0,
367.0,Sandro Mamukelashvili,25.0,SAS,PF,41.0,0.0,353.0,19.7,0.656,0.604,0.246,7.3,21.2,14.3,9.4,1.9,2.7,8.6,19.6,0.8,0.4,1.2,0.16,3.1,0.2,3.3,0.5,
368.0,Landry Shamet,27.0,NYK,SG,31.0,0.0,353.0,8.5,0.572,0.596,0.096,1.6,6.4,4.0,6.2,1.8,0.5,10.9,13.5,0.1,0.2,0.3,0.045,-2.9,0.1,-2.8,-0.1,
369.0,Craig Porter Jr.,24.0,CLE,PG,40.0,0.0,352.0,13.8,0.65,0.353,0.153,3.2,10.1,6.8,18.9,1.8,3.0,20.9,13.9,0.5,0.5,0.9,0.129,0.6,1.4,2.0,0.4,
370.0,Mo Bamba,26.0,LAC,C,28.0,2.0,352.0,14.5,0.561,0.485,0.243,8.3,29.9,19.1,6.4,1.3,8.0,14.3,16.4,0.1,0.8,0.9,0.12,-2.7,2.3,-0.4,0.1,
371.0,Dillon Jones,23.0,OKC,SF,38.0,0.0,351.0,7.3,0.413,0.521,0.213,7.1,16.1,11.7,13.0,1.1,0.9,12.7,14.2,-0.2,0.6,0.4,0.053,-4.5,-0.2,-4.8,-0.2,
372.0,Robert Williams,27.0,POR,C,20.0,3.0,351.0,19.0,0.679,0.038,0.218,10.7,26.2,18.3,8.6,1.8,8.6,16.6,12.2,0.6,0.6,1.3,0.171,-0.1,3.0,2.9,0.4,
373.0,Dwight Powell,33.0,DAL,C,40.0,2.0,343.0,14.0,0.74,0.03,0.939,10.6,15.5,13.1,12.4,1.7,4.8,20.5,7.3,0.8,0.4,1.2,0.166,-1.6,2.3,0.7,0.2,
374.0,Jock Landale,29.0,HOU,C,32.0,1.0,343.0,14.2,0.525,0.151,0.321,12.1,18.7,15.3,10.4,0.9,2.4,11.0,16.3,0.4,0.5,0.9,0.124,-1.0,0.3,-0.7,0.1,
375.0,GG Jackson II,20.0,MEM,PF,21.0,0.0,342.0,9.9,0.513,0.503,0.248,6.3,13.7,10.0,8.3,0.8,1.3,13.9,21.8,-0.1,0.3,0.2,0.025,-2.4,-2.3,-4.8,-0.2,
376.0,Jordan Walsh,20.0,BOS,PF,42.0,1.0,340.0,7.5,0.491,0.672,0.188,6.1,11.2,8.6,6.0,1.5,2.4,13.7,10.3,0.0,0.4,0.5,0.065,-3.7,0.6,-3.1,-0.1,
377.0,Jalen Pickett,25.0,DEN,SG,31.0,0.0,340.0,10.7,0.548,0.526,0.021,1.7,9.2,5.6,19.7,1.0,0.8,11.1,13.4,0.4,0.2,0.5,0.076,-1.0,-1.1,-2.1,0.0,
378.0,Paul Reed,25.0,DET,C,36.0,0.0,337.0,21.3,0.607,0.189,0.306,11.0,19.6,15.3,14.8,4.8,5.4,12.5,18.0,0.7,0.8,1.5,0.218,0.4,4.6,4.9,0.6,
379.0,Trey Jemison,25.0,2TM,C,30.0,0.0,320.0,9.5,0.528,0.0,0.484,11.8,16.8,14.4,5.9,1.2,3.5,17.1,12.6,0.1,0.3,0.3,0.049,-5.9,-0.3,-6.2,-0.3,
379.0,Trey Jemison,25.0,NOP,C,16.0,0.0,166.0,9.4,0.461,0.0,0.656,13.7,14.7,14.2,8.0,2.0,3.4,19.5,13.0,-0.1,0.1,0.0,0.011,-5.8,-0.4,-6.2,-0.2,
379.0,Trey Jemison,25.0,LAL,C,14.0,0.0,154.0,9.6,0.604,0.0,0.313,9.8,19.1,14.6,3.6,0.3,3.6,14.2,12.1,0.1,0.2,0.3,0.089,-6.1,-0.1,-6.2,-0.2,
380.0,Blake Wesley,21.0,SAS,SG,39.0,0.0,319.0,11.1,0.525,0.272,0.293,2.0,6.3,4.2,30.1,2.3,0.8,22.4,17.9,0.0,0.2,0.1,0.019,-3.0,-0.7,-3.6,-0.1,
381.0,Tre Mann,23.0,CHO,PG,13.0,0.0,319.0,13.5,0.537,0.373,0.13,3.9,8.9,6.3,21.3,1.1,1.3,12.8,25.8,0.0,0.2,0.2,0.03,-0.5,-1.9,-2.4,0.0,
382.0,Hunter Tyson,24.0,DEN,PF,42.0,0.0,311.0,6.5,0.505,0.662,0.311,5.2,15.5,10.6,5.2,0.8,1.4,13.4,13.2,0.0,0.2,0.2,0.026,-4.7,-1.8,-6.5,-0.4,
383.0,Antonio Reeves,24.0,NOP,SG,29.0,0.0,308.0,11.5,0.543,0.54,0.097,4.0,7.2,5.6,10.8,1.6,0.6,8.5,17.6,0.2,0.0,0.2,0.032,-0.8,-1.8,-2.6,0.0,
384.0,Rayan Rupert,20.0,POR,SG,41.0,0.0,307.0,7.2,0.49,0.451,0.244,7.3,9.0,8.2,8.0,1.3,0.6,17.3,15.0,-0.2,0.2,0.0,0.0,-3.7,-1.5,-5.1,-0.2,
385.0,Taj Gibson,39.0,CHO,C,27.0,11.0,306.0,11.1,0.519,0.029,0.229,13.7,19.7,16.6,7.7,1.3,3.9,20.6,13.4,0.0,0.3,0.4,0.055,-5.2,0.1,-5.0,-0.2,
386.0,Malaki Branham,21.0,SAS,SG,37.0,0.0,305.0,9.0,0.552,0.479,0.168,1.1,12.1,6.6,12.2,1.1,0.6,18.0,21.8,-0.3,0.1,-0.2,-0.031,-3.0,-1.9,-4.9,-0.2,
387.0,Jamal Cain,25.0,NOP,SF,26.0,0.0,304.0,9.8,0.508,0.584,0.312,6.8,12.8,9.7,7.0,2.1,2.2,12.1,13.8,0.0,0.1,0.2,0.028,-3.1,-0.4,-3.5,-0.1,
388.0,Wendell Moore Jr.,23.0,2TM,SG,25.0,1.0,304.0,11.7,0.538,0.269,0.218,7.4,15.2,11.3,11.3,1.7,1.3,13.2,13.7,0.2,0.3,0.6,0.09,-2.0,0.2,-1.8,0.0,
388.0,Wendell Moore Jr.,23.0,DET,SG,20.0,1.0,219.0,12.5,0.561,0.28,0.28,5.6,16.5,11.2,13.5,2.2,1.3,13.8,12.5,0.2,0.3,0.5,0.117,-1.8,1.6,-0.1,0.1,
388.0,Wendell Moore Jr.,23.0,CHO,SG,5.0,0.0,85.0,9.9,0.495,0.25,0.107,12.1,11.6,11.9,5.4,0.6,1.2,12.0,16.6,0.0,0.0,0.0,0.02,-2.7,-3.4,-6.1,-0.1,
389.0,Terrence Shannon Jr. ,24.0,MIN,SG,26.0,1.0,298.0,13.1,0.571,0.278,0.194,3.7,11.7,7.8,13.8,1.0,1.6,10.7,19.1,0.3,0.3,0.6,0.095,-1.1,-0.3,-1.5,0.0,
390.0,Jarred Vanderbilt,25.0,LAL,PF,18.0,1.0,298.0,13.9,0.541,0.367,0.317,13.3,24.1,18.9,8.9,3.1,1.9,14.9,11.8,0.3,0.5,0.8,0.136,-1.9,1.9,0.1,0.2,
391.0,Alex Len,31.0,2TM,C,40.0,3.0,298.0,12.1,0.541,0.13,0.283,10.1,17.0,13.6,13.3,1.3,6.2,17.5,9.0,0.3,0.4,0.7,0.117,-2.6,2.1,-0.5,0.1,
391.0,Alex Len,31.0,SAC,C,36.0,3.0,258.0,13.1,0.557,0.146,0.317,10.8,16.7,13.8,14.4,1.5,6.7,19.1,9.6,0.3,0.3,0.7,0.126,-2.1,2.4,0.4,0.2,
391.0,Alex Len,31.0,LAL,C,4.0,0.0,40.0,5.8,0.4,0.0,0.0,5.8,19.1,12.7,6.2,0.0,2.3,0.0,5.5,0.0,0.0,0.1,0.064,-5.9,-0.4,-6.4,0.0,
392.0,Dante Exum,29.0,DAL,PG,15.0,9.0,292.0,14.0,0.57,0.377,0.264,1.5,7.6,4.6,22.4,1.8,0.9,11.9,19.7,0.4,0.2,0.6,0.091,-1.0,-0.7,-1.7,0.0,
393.0,Reece Beekman,23.0,2TM,PG,27.0,0.0,291.0,5.0,0.362,0.403,0.164,1.9,6.2,3.9,16.6,3.3,0.7,18.2,13.2,-0.5,0.3,-0.3,-0.041,-7.6,1.0,-6.6,-0.3,
393.0,Reece Beekman,23.0,GSW,PG,2.0,0.0,4.0,42.2,1.0,0.0,0.0,25.7,0.0,13.3,41.5,12.1,0.0,0.0,10.5,0.0,0.0,0.0,0.592,9.9,16.1,26.0,0.0,
393.0,Reece Beekman,23.0,BRK,PG,25.0,0.0,287.0,4.5,0.353,0.409,0.167,1.5,6.3,3.8,16.2,3.1,0.7,18.4,13.2,-0.6,0.3,-0.3,-0.05,-7.8,0.8,-7.1,-0.4,
394.0,Patty Mills,36.0,2TM,PG,22.0,0.0,286.0,6.2,0.477,0.776,0.082,1.2,6.7,4.0,11.4,2.2,1.0,16.2,15.4,-0.3,0.1,-0.2,-0.026,-4.4,-0.1,-4.5,-0.2,
394.0,Patty Mills,36.0,UTA,PG,17.0,0.0,260.0,6.3,0.473,0.75,0.066,1.3,7.4,4.4,11.0,2.2,1.1,17.0,15.1,-0.3,0.1,-0.2,-0.033,-4.3,0.0,-4.3,-0.2,
394.0,Patty Mills,36.0,LAC,PG,5.0,0.0,26.0,5.8,0.506,1.0,0.222,0.0,0.0,0.0,15.8,1.9,0.0,9.2,18.2,0.0,0.0,0.0,0.046,-5.5,-0.6,-6.1,0.0,
395.0,Cory Joseph,33.0,ORL,PG,35.0,1.0,278.0,8.4,0.496,0.722,0.083,2.3,9.3,5.6,16.1,2.2,1.0,13.9,13.6,0.0,0.4,0.3,0.058,-3.8,0.7,-3.1,-0.1,
396.0,Doug McDermott,33.0,SAC,SF,34.0,3.0,277.0,8.6,0.621,0.852,0.057,0.8,6.4,3.6,1.9,0.7,0.7,6.2,14.8,0.2,0.1,0.3,0.059,-1.8,-2.2,-4.0,-0.1,
397.0,Jeff Green,38.0,HOU,PF,22.0,2.0,268.0,14.2,0.653,0.595,0.214,3.1,11.3,7.1,5.3,0.9,1.3,6.1,15.0,0.6,0.3,0.9,0.16,0.3,0.2,0.4,0.2,
398.0,Dru Smith,27.0,MIA,SG,14.0,1.0,268.0,13.3,0.656,0.492,0.197,5.0,9.7,7.4,12.3,3.9,2.2,20.4,13.8,0.2,0.4,0.6,0.116,-1.4,3.4,2.0,0.3,
399.0,Quenton Jackson,26.0,IND,PG,19.0,7.0,267.0,12.6,0.583,0.313,0.263,4.7,7.5,6.1,17.0,1.8,1.7,12.7,16.6,0.3,0.2,0.5,0.091,-2.0,-0.4,-2.4,0.0,
400.0,Elfrid Payton,30.0,2TM,PG,13.0,5.0,267.0,8.7,0.39,0.015,0.03,2.3,12.9,7.4,35.9,2.9,2.2,28.5,15.0,-0.4,0.2,-0.2,-0.032,-5.8,0.4,-5.4,-0.2,
400.0,Elfrid Payton,30.0,NOP,PG,7.0,3.0,144.0,14.7,0.501,0.022,0.043,3.6,14.7,8.9,48.6,3.4,2.0,29.9,19.5,-0.1,0.1,0.0,0.009,-2.3,0.2,-2.0,0.0,
400.0,Elfrid Payton,30.0,CHO,PG,6.0,2.0,123.0,1.7,0.143,0.0,0.0,0.8,10.7,5.6,21.1,2.4,2.4,25.0,9.6,-0.3,0.1,-0.2,-0.08,-9.9,0.6,-9.3,-0.2,
401.0,Isaiah Wong,24.0,CHO,SG,20.0,0.0,265.0,11.0,0.5,0.314,0.324,5.4,7.5,6.4,16.5,2.0,0.0,13.0,22.0,-0.1,0.2,0.1,0.02,-2.9,-1.1,-4.0,-0.1,
402.0,Brandon Williams,25.0,DAL,PG,23.0,1.0,264.0,16.3,0.611,0.396,0.302,1.7,10.9,6.3,23.0,2.0,0.7,14.2,20.6,0.4,0.2,0.6,0.117,0.1,-0.2,-0.1,0.1,
403.0,Vince Williams Jr.,24.0,MEM,SG,14.0,2.0,261.0,10.2,0.51,0.515,0.182,6.2,14.7,10.5,13.7,1.4,1.0,15.8,19.4,0.0,0.3,0.2,0.044,-2.0,-0.2,-2.3,0.0,
404.0,Mouhamed Gueye,22.0,ATL,PF,16.0,12.0,256.0,12.4,0.501,0.5,0.144,4.5,17.0,10.6,5.8,2.9,5.7,7.7,16.6,0.0,0.4,0.3,0.065,-2.9,2.1,-0.8,0.1,
405.0,Damion Baugh,24.0,CHO,SG,10.0,1.0,254.0,7.8,0.426,0.461,0.124,2.8,7.8,5.2,22.3,2.5,0.4,16.1,18.6,-0.3,0.2,-0.1,-0.026,-5.0,-0.3,-5.3,-0.2,
406.0,Johnny Furphy,20.0,IND,SG,39.0,0.0,253.0,8.2,0.5,0.569,0.155,7.7,10.1,8.9,4.8,1.9,2.9,12.7,12.2,0.0,0.2,0.2,0.045,-3.1,-0.2,-3.3,-0.1,
407.0,Christian Koloko,24.0,LAL,C,29.0,0.0,246.0,13.8,0.677,0.047,0.186,13.2,15.9,14.6,6.6,1.4,3.0,13.1,9.6,0.5,0.3,0.8,0.16,-2.0,0.3,-1.7,0.0,
408.0,Kevin Love,36.0,MIA,PF,22.0,9.0,246.0,16.6,0.488,0.583,0.2,9.9,31.7,20.9,13.8,3.0,1.6,10.1,25.1,-0.1,0.5,0.4,0.082,-0.1,0.6,0.5,0.2,
409.0,Duop Reath,28.0,POR,C,33.0,0.0,244.0,12.6,0.542,0.713,0.161,7.0,12.7,9.8,7.7,1.4,2.6,8.8,17.5,0.2,0.2,0.4,0.081,-0.2,-0.3,-0.5,0.1,
410.0,Johnny Davis,22.0,WAS,SG,34.0,0.0,242.0,10.2,0.473,0.372,0.192,4.3,12.2,8.2,6.6,2.9,2.2,7.6,15.8,-0.1,0.2,0.1,0.013,-3.5,0.7,-2.8,0.0,
411.0,Kai Jones,24.0,2TM,C,29.0,0.0,242.0,15.8,0.773,0.043,0.348,7.9,17.0,12.5,5.8,1.2,5.8,17.2,11.5,0.5,0.4,0.8,0.166,-1.2,2.0,0.8,0.2,
411.0,Kai Jones,24.0,LAC,C,28.0,0.0,208.0,14.5,0.739,0.056,0.333,8.1,16.7,12.4,6.7,1.4,6.3,19.5,10.7,0.3,0.3,0.7,0.156,-2.1,2.5,0.4,0.1,
411.0,Kai Jones,24.0,DAL,C,1.0,0.0,34.0,24.0,0.893,0.0,0.4,6.5,18.8,12.7,0.0,0.0,2.5,7.8,16.1,0.1,0.0,0.2,0.228,4.3,-1.5,2.8,0.0,
412.0,Tristan Thompson,33.0,CLE,C,33.0,0.0,237.0,8.8,0.407,0.057,0.415,10.4,31.0,21.1,10.6,0.2,3.0,14.9,13.2,-0.1,0.4,0.3,0.055,-4.8,0.3,-4.5,-0.2,
413.0,Josh Minott,22.0,MIN,SF,37.0,0.0,232.0,12.7,0.533,0.446,0.176,4.3,13.2,8.8,8.7,2.8,4.8,10.1,16.6,0.1,0.4,0.5,0.101,-2.7,2.8,0.1,0.1,
414.0,Isaac Jones,24.0,SAC,PF,27.0,0.0,229.0,13.5,0.67,0.066,0.426,6.8,11.6,9.2,4.9,0.6,3.4,14.2,15.8,0.3,0.2,0.5,0.097,-2.2,-0.8,-3.0,-0.1,
415.0,Jevon Carter,29.0,CHI,PG,29.0,0.0,225.0,13.0,0.539,0.723,0.106,0.9,12.0,6.5,18.5,1.9,0.8,8.4,20.0,0.1,0.2,0.3,0.061,-0.5,-1.2,-1.7,0.0,
416.0,Bones Hyland,24.0,LAC,PG,20.0,0.0,222.0,16.5,0.569,0.696,0.226,2.5,9.6,6.1,19.7,4.0,1.8,16.0,29.4,0.0,0.4,0.4,0.087,1.3,1.8,3.0,0.3,
417.0,Anthony Gill,32.0,WAS,PF,39.0,0.0,218.0,9.8,0.61,0.356,0.667,2.9,12.6,7.7,4.5,1.3,0.8,9.3,12.3,0.2,0.1,0.3,0.058,-2.9,-0.9,-3.8,-0.1,
418.0,Ariel Hukporti,22.0,NYK,C,25.0,1.0,217.0,7.6,0.654,0.0,0.419,7.5,19.2,13.4,6.3,0.2,6.4,36.4,11.5,-0.2,0.2,0.1,0.017,-6.4,0.7,-5.7,-0.2,
419.0,Kobe Brown,25.0,LAC,PF,28.0,0.0,213.0,12.1,0.531,0.333,0.083,9.0,18.9,14.0,11.3,0.9,1.4,10.1,14.1,0.2,0.3,0.5,0.103,-1.8,-0.1,-1.9,0.0,
420.0,Jordan McLaughlin,28.0,2TM,PG,35.0,0.0,210.0,11.8,0.575,0.592,0.388,2.1,9.0,5.5,19.8,2.8,0.0,16.1,13.9,0.2,0.2,0.4,0.097,-2.2,0.5,-1.7,0.0,
420.0,Jordan McLaughlin,28.0,SAC,PG,28.0,0.0,190.0,9.3,0.519,0.591,0.364,2.3,9.9,6.1,15.6,2.8,0.0,17.7,14.0,0.0,0.2,0.2,0.05,-3.9,0.4,-3.5,-0.1,
420.0,Jordan McLaughlin,28.0,SAS,PG,7.0,0.0,20.0,35.7,1.028,0.6,0.6,0.0,0.0,0.0,60.2,2.4,0.0,0.0,13.5,0.2,0.0,0.2,0.539,14.0,2.0,16.0,0.1,
421.0,Jaden Springer,22.0,2TM,SG,32.0,0.0,208.0,11.7,0.542,0.531,0.551,3.7,12.5,8.1,12.1,3.6,0.9,12.9,14.5,0.2,0.3,0.5,0.105,-3.9,2.8,-1.1,0.0,
421.0,Jaden Springer,22.0,BOS,SG,26.0,0.0,141.0,12.1,0.52,0.559,0.618,3.1,15.4,9.2,9.1,4.2,0.6,8.5,14.6,0.1,0.3,0.4,0.131,-4.4,3.9,-0.4,0.1,
421.0,Jaden Springer,22.0,UTA,PG,6.0,0.0,67.0,10.8,0.595,0.467,0.4,4.9,6.4,5.7,18.4,2.2,1.4,22.1,14.1,0.0,0.0,0.1,0.05,-2.9,0.5,-2.4,0.0,
422.0,Xavier Tillman Sr.,26.0,BOS,C,29.0,1.0,207.0,2.7,0.32,0.587,0.043,4.7,15.2,10.0,4.2,2.2,2.2,20.4,12.4,-0.5,0.3,-0.2,-0.049,-7.9,0.1,-7.7,-0.3,
423.0,Pat Spencer,28.0,GSW,PG,30.0,0.0,205.0,12.2,0.436,0.202,0.179,7.5,14.5,10.9,26.8,2.6,1.4,14.2,21.6,-0.1,0.3,0.2,0.039,-3.2,1.1,-2.0,0.0,
424.0,Dario Šarić,30.0,DEN,C,15.0,4.0,203.0,7.4,0.43,0.464,0.179,7.9,18.1,13.2,12.7,1.7,0.4,18.8,15.5,-0.2,0.2,0.0,-0.001,-4.4,-0.5,-4.8,-0.1,
425.0,Bismack Biyombo,32.0,SAS,C,11.0,10.0,195.0,16.0,0.64,0.0,0.265,10.4,21.6,16.0,8.9,1.7,4.5,15.5,14.1,0.2,0.2,0.5,0.114,-2.2,0.0,-2.2,0.0,
426.0,Devin Carter,22.0,SAC,PG,20.0,0.0,194.0,12.7,0.486,0.493,0.347,5.7,20.5,13.1,16.5,1.3,1.5,9.4,21.0,0.1,0.2,0.2,0.062,-1.7,-1.0,-2.6,0.0,
427.0,Luka Garza,26.0,MIN,C,31.0,0.0,188.0,18.0,0.551,0.352,0.352,17.8,11.0,14.4,6.9,1.6,1.5,9.0,25.7,0.3,0.2,0.5,0.131,-1.4,-2.3,-3.7,-0.1,
428.0,Tristan Vukcevic,21.0,WAS,C,20.0,0.0,186.0,17.8,0.605,0.5,0.317,6.7,23.3,15.0,14.2,1.3,3.4,13.8,24.4,0.2,0.2,0.3,0.086,0.4,-0.4,0.0,0.1,
429.0,Marvin Bagley III,25.0,2TM,PF,21.0,1.0,183.0,18.5,0.577,0.164,0.315,15.4,17.9,16.6,6.5,1.8,2.5,11.7,21.5,0.2,0.1,0.3,0.09,0.7,-1.9,-1.1,0.0,
429.0,Marvin Bagley III,25.0,WAS,C,19.0,1.0,166.0,19.9,0.573,0.141,0.324,17.0,18.4,17.7,7.1,2.0,2.7,11.9,23.2,0.2,0.1,0.3,0.091,1.0,-2.0,-1.0,0.0,
429.0,Marvin Bagley III,25.0,MEM,PF,2.0,0.0,17.0,4.9,0.75,1.0,0.0,0.0,12.2,6.2,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.072,-2.1,-0.5,-2.7,0.0,
430.0,Torrey Craig,34.0,2TM,SF,15.0,2.0,175.0,17.0,0.659,0.738,0.131,9.8,12.6,11.2,6.5,0.5,2.6,1.5,15.9,0.5,0.1,0.6,0.178,2.9,-1.0,2.0,0.2,
430.0,Torrey Craig,34.0,CHI,SF,9.0,1.0,113.0,17.2,0.663,0.778,0.089,7.5,15.6,11.6,6.4,0.8,0.8,0.0,17.3,0.3,0.1,0.4,0.165,3.3,-1.3,2.0,0.1,
430.0,Torrey Craig,34.0,BOS,SF,6.0,1.0,62.0,16.7,0.648,0.625,0.25,14.0,7.0,10.5,6.6,0.0,5.9,5.3,13.2,0.2,0.1,0.3,0.2,2.2,-0.3,1.9,0.1,
431.0,Jaylen Nowell,25.0,NOP,SG,8.0,0.0,168.0,7.6,0.43,0.37,0.151,3.7,9.3,6.4,15.5,0.3,2.3,9.3,21.5,-0.2,0.0,-0.2,-0.067,-3.2,-2.6,-5.8,-0.2,
432.0,Lonnie Walker IV,26.0,PHI,SG,8.0,0.0,162.0,11.1,0.507,0.636,0.136,2.0,17.8,9.6,13.0,1.2,1.9,11.4,21.4,-0.1,0.1,0.0,0.007,-1.5,-2.4,-3.9,-0.1,
433.0,Killian Hayes,23.0,BRK,PG,6.0,5.0,162.0,12.8,0.559,0.488,0.279,3.4,9.6,6.4,28.7,1.2,2.5,15.7,15.5,0.2,0.1,0.3,0.096,-0.5,-0.3,-0.8,0.0,
434.0,Dominick Barlow,21.0,ATL,SF,19.0,3.0,153.0,12.6,0.552,0.286,0.204,6.2,15.3,10.6,3.6,1.2,4.2,3.6,14.8,0.1,0.1,0.3,0.087,-2.0,-0.7,-2.7,0.0,
435.0,Jordan Goodwin,26.0,LAL,PG,9.0,0.0,151.0,14.7,0.581,0.413,0.065,10.8,13.7,12.3,7.6,3.6,1.2,14.5,16.1,0.1,0.2,0.3,0.109,-1.1,1.9,0.8,0.1,
436.0,Josh Richardson,31.0,MIA,SG,8.0,0.0,150.0,4.4,0.402,0.579,0.105,4.4,4.3,4.4,10.8,2.7,0.6,16.8,14.1,-0.2,0.2,-0.1,-0.024,-7.3,0.5,-6.8,-0.2,
