Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
437.0,Drew Peterson,25.0,BOS,PF,18.0,1.0,149.0,11.1,0.639,0.793,0.241,3.6,18.3,10.9,11.3,1.3,1.2,15.8,11.2,0.2,0.2,0.4,0.131,-1.4,1.6,0.2,0.1,
438.0,Tyler Kolek,23.0,NYK,PG,29.0,0.0,148.0,10.9,0.534,0.596,0.128,1.6,9.9,5.8,19.1,2.3,0.6,15.3,17.2,0.1,0.1,0.2,0.063,-2.8,0.1,-2.8,0.0,
439.0,Bruno Fernando,26.0,TOR,C,17.0,2.0,147.0,15.5,0.552,0.0,0.163,15.4,22.7,19.0,18.0,1.3,5.9,21.0,19.1,0.1,0.2,0.2,0.08,-2.7,2.1,-0.6,0.1,
440.0,Enrique Freeman,24.0,IND,PF,19.0,1.0,139.0,6.1,0.521,0.24,0.52,4.9,10.4,7.7,7.1,0.7,1.3,14.0,11.1,0.0,0.1,0.1,0.027,-5.1,-1.5,-6.6,-0.2,
441.0,MarJon Beauchamp,24.0,2TM,SF,29.0,0.0,139.0,10.2,0.524,0.444,0.296,7.2,19.3,13.5,10.3,1.0,0.7,18.7,23.5,-0.2,0.2,0.0,-0.004,-3.5,-2.0,-5.4,-0.1,
441.0,MarJon Beauchamp,24.0,MIL,SF,26.0,0.0,122.0,8.5,0.497,0.447,0.255,6.4,21.1,14.0,9.1,1.2,0.8,19.9,23.3,-0.2,0.1,-0.1,-0.035,-4.8,-1.9,-6.7,-0.1,
441.0,MarJon Beauchamp,24.0,LAC,SF,3.0,0.0,17.0,22.3,0.685,0.429,0.571,13.3,6.6,9.9,19.3,0.0,0.0,10.2,24.9,0.1,0.0,0.1,0.218,5.7,-2.1,3.7,0.0,
442.0,Elijah Harkless,24.0,UTA,SG,10.0,0.0,138.0,7.9,0.425,0.714,0.171,7.2,9.3,8.3,7.7,3.5,0.7,7.4,12.3,0.0,0.1,0.1,0.029,-5.1,1.5,-3.7,-0.1,
443.0,Colby Jones,22.0,SAC,SG,24.0,0.0,130.0,8.6,0.5,0.385,0.0,6.8,12.8,9.8,6.7,2.2,5.2,21.2,10.8,-0.1,0.2,0.1,0.041,-3.8,1.2,-2.6,0.0,
444.0,Cam Spencer,24.0,MEM,SG,12.0,0.0,127.0,11.1,0.586,0.516,0.355,4.2,9.8,7.1,15.1,1.1,0.7,12.2,12.8,0.2,0.1,0.3,0.122,-1.9,0.1,-1.8,0.0,
445.0,Kobe Bufkin,21.0,ATL,SG,10.0,0.0,124.0,10.5,0.483,0.404,0.383,4.2,14.4,9.2,18.5,1.1,1.5,12.7,20.7,0.0,0.1,0.0,0.017,-3.5,-0.6,-4.1,-0.1,
446.0,Branden Carlson,25.0,OKC,C,20.0,0.0,121.0,16.4,0.626,0.791,0.093,4.5,20.7,12.7,7.5,0.8,6.6,6.3,16.7,0.2,0.2,0.5,0.191,1.1,1.2,2.2,0.1,
447.0,De'Anthony Melton,26.0,GSW,SG,6.0,2.0,121.0,13.3,0.539,0.648,0.148,5.1,12.7,8.8,20.9,2.8,1.6,14.8,23.4,0.0,0.2,0.2,0.075,-1.5,0.7,-0.8,0.0,
448.0,Baylor Scheierman,24.0,BOS,SG,16.0,0.0,119.0,6.9,0.368,0.647,0.176,3.6,17.4,10.5,10.7,1.7,0.0,2.7,13.8,-0.1,0.2,0.1,0.037,-5.5,0.3,-5.2,-0.1,
449.0,Moses Brown,25.0,2TM,C,13.0,2.0,119.0,22.5,0.706,0.0,0.224,11.2,28.9,20.2,2.9,2.4,2.9,17.0,23.5,0.2,0.2,0.4,0.147,-0.2,0.4,0.1,0.1,
449.0,Moses Brown,25.0,IND,C,9.0,0.0,46.0,16.2,0.653,0.0,0.25,10.0,21.7,15.9,0.0,2.1,2.0,21.3,26.6,0.0,0.1,0.0,0.016,-3.9,-1.6,-5.5,0.0,
449.0,Moses Brown,25.0,DAL,C,4.0,2.0,73.0,26.5,0.743,0.0,0.207,12.0,33.5,22.9,4.7,2.7,3.5,13.6,21.5,0.2,0.1,0.3,0.23,2.1,1.6,3.7,0.1,
450.0,A.J. Lawson,24.0,TOR,SG,9.0,2.0,116.0,5.8,0.429,0.625,0.175,4.7,6.7,5.7,4.6,0.8,1.7,2.3,16.0,-0.1,0.0,0.0,-0.008,-4.5,-2.8,-7.4,-0.2,
451.0,Joe Ingles,37.0,MIN,SF,18.0,0.0,108.0,4.1,0.375,0.65,0.0,2.1,9.1,5.6,26.1,0.9,0.0,28.6,11.2,-0.1,0.1,0.0,-0.005,-5.5,0.2,-5.3,-0.1,
452.0,Adam Flagler,25.0,OKC,SG,25.0,0.0,103.0,-0.2,0.298,0.807,0.0,3.1,6.1,4.6,0.0,2.3,1.9,1.7,23.9,-0.5,0.2,-0.3,-0.14,-10.6,-3.3,-13.9,-0.3,
453.0,Patrick Baldwin Jr.,22.0,WAS,SF,22.0,0.0,101.0,14.5,0.676,0.636,0.121,5.2,17.8,11.4,3.0,1.4,1.8,12.6,16.5,0.1,0.1,0.1,0.071,1.3,-1.6,-0.3,0.0,
454.0,Damion Lee,32.0,PHO,SG,16.0,0.0,101.0,9.8,0.462,0.5,0.327,2.3,12.6,7.7,11.6,2.0,0.0,10.5,29.1,-0.2,0.0,-0.1,-0.066,-4.9,-2.2,-7.1,-0.1,
455.0,Oscar Tshiebwe,25.0,UTA,C,7.0,0.0,100.0,21.6,0.69,0.0,0.522,17.6,38.6,28.2,4.4,2.9,0.0,6.6,12.6,0.3,0.1,0.5,0.231,0.3,-0.9,-0.6,0.0,
456.0,Pacome Dadiet,19.0,NYK,SG,14.0,0.0,95.0,7.3,0.459,0.63,0.111,0.0,16.6,8.4,6.5,1.6,1.9,6.6,13.8,-0.1,0.1,0.0,0.021,-4.2,-0.8,-5.0,-0.1,
457.0,Colin Castleton,24.0,2TM,C,12.0,0.0,95.0,9.4,0.461,0.263,0.579,10.2,14.8,12.5,6.8,1.5,3.0,7.7,11.1,0.1,0.1,0.2,0.088,-5.5,-0.5,-6.0,-0.1,
457.0,Colin Castleton,24.0,MEM,C,10.0,0.0,46.0,7.3,0.472,0.4,1.1,7.0,13.6,10.3,0.0,1.0,2.0,6.3,13.7,0.0,0.0,0.1,0.073,-6.1,-1.1,-7.2,-0.1,
457.0,Colin Castleton,24.0,TOR,C,2.0,0.0,49.0,11.3,0.444,0.111,0.0,13.2,15.9,14.5,13.2,2.0,3.9,10.0,8.6,0.1,0.1,0.1,0.102,-5.0,0.1,-4.9,0.0,
458.0,TyTy Washington Jr.,23.0,PHO,PG,10.0,0.0,93.0,7.0,0.371,0.5,0.111,5.0,9.2,7.2,17.6,1.6,0.0,7.4,19.4,-0.1,0.0,-0.1,-0.061,-5.3,-2.2,-7.5,-0.1,
459.0,Jae Crowder,34.0,SAC,PF,7.0,2.0,92.0,6.7,0.509,0.706,0.353,7.2,13.2,10.2,5.2,1.6,0.0,16.9,11.0,0.0,0.1,0.1,0.041,-4.0,-0.4,-4.4,-0.1,
460.0,Collin Gillespie,25.0,PHO,PG,15.0,0.0,91.0,22.8,0.709,0.4,0.2,6.4,9.4,7.9,26.1,1.6,2.0,9.5,20.4,0.4,0.0,0.4,0.218,5.7,0.3,6.0,0.2,
461.0,Jared Rhoden,25.0,2TM,SG,8.0,0.0,90.0,9.1,0.469,0.313,0.375,8.3,9.8,9.0,5.1,1.1,2.1,9.7,19.4,0.0,0.0,0.0,0.003,-4.7,-2.8,-7.5,-0.1,
461.0,Jared Rhoden,25.0,CHO,SG,4.0,0.0,12.0,5.5,0.25,0.25,0.0,17.1,18.3,17.7,26.6,4.1,0.0,11.1,31.7,-0.1,0.0,-0.1,-0.217,-7.4,-1.2,-8.6,0.0,
461.0,Jared Rhoden,25.0,TOR,SG,4.0,0.0,78.0,9.7,0.529,0.333,0.5,6.9,8.5,7.7,1.8,0.6,2.5,9.3,17.5,0.0,0.0,0.1,0.037,-4.3,-3.0,-7.3,-0.1,
462.0,Isaiah Jackson,23.0,IND,C,5.0,1.0,84.0,18.3,0.6,0.0,0.609,15.0,22.4,18.8,8.1,1.7,8.6,14.6,17.6,0.1,0.1,0.3,0.149,-1.0,1.6,0.6,0.1,
463.0,Tyler Smith,20.0,MIL,PF,17.0,0.0,83.0,14.2,0.583,0.556,0.111,5.4,19.8,12.9,7.2,1.2,3.3,13.7,22.9,0.0,0.1,0.1,0.056,-0.2,-0.2,-0.4,0.0,
464.0,Trey Alexander,21.0,DEN,SG,18.0,0.0,79.0,2.1,0.362,0.417,0.083,0.0,11.9,6.2,10.3,0.6,1.1,10.8,14.9,-0.1,0.0,-0.1,-0.066,-8.2,-1.8,-10.0,-0.2,
465.0,Bronny James,20.0,LAL,SG,18.0,0.0,76.0,3.8,0.358,0.484,0.29,1.5,10.0,5.9,14.1,2.6,2.5,14.6,23.7,-0.3,0.1,-0.2,-0.123,-8.9,-1.1,-10.0,-0.2,
466.0,Garrett Temple,38.0,TOR,SG,18.0,0.0,76.0,6.2,0.293,0.471,0.235,2.8,13.2,7.9,17.7,4.5,2.5,17.6,12.6,-0.1,0.1,0.0,-0.015,-7.0,3.6,-3.5,0.0,
467.0,Alex Ducas,24.0,OKC,SG,17.0,0.0,76.0,7.6,0.523,0.727,0.0,7.1,13.7,10.5,3.2,1.3,0.0,12.0,14.0,0.0,0.1,0.1,0.071,-3.1,-1.1,-4.2,0.0,
468.0,Jeenathan Williams,25.0,HOU,SG,11.0,0.0,75.0,10.7,0.516,0.417,0.111,1.4,7.2,4.2,8.1,3.2,4.8,17.5,25.1,-0.1,0.1,0.0,0.003,-4.5,1.4,-3.1,0.0,
469.0,Taylor Hendricks,21.0,UTA,PF,3.0,3.0,75.0,7.2,0.354,0.667,0.222,7.3,14.3,10.9,3.4,3.2,5.0,9.2,12.1,-0.1,0.1,0.0,-0.001,-4.6,1.3,-3.3,0.0,
470.0,Chris Duarte,27.0,CHI,SG,17.0,0.0,74.0,16.6,0.61,0.577,0.308,7.1,21.0,14.2,16.8,0.0,0.0,3.3,17.2,0.2,0.0,0.3,0.164,2.1,-1.2,0.9,0.1,
471.0,AJ Johnson,20.0,2TM,SG,11.0,0.0,74.0,10.1,0.512,0.357,0.107,0.0,12.6,6.5,23.5,1.3,0.0,14.6,19.9,0.0,0.0,0.0,0.01,-4.0,-1.1,-5.1,-0.1,
471.0,AJ Johnson,20.0,MIL,SG,7.0,0.0,44.0,10.7,0.503,0.263,0.105,0.0,16.4,8.5,23.1,1.1,0.0,16.8,23.6,-0.1,0.0,0.0,-0.017,-3.2,-2.0,-5.2,0.0,
471.0,AJ Johnson,20.0,WAS,SG,4.0,0.0,30.0,9.2,0.53,0.556,0.111,0.0,7.0,3.5,24.2,1.6,0.0,9.6,14.5,0.0,0.0,0.0,0.049,-5.2,0.3,-4.9,0.0,
472.0,Chris Livingston,21.0,MIL,SF,14.0,1.0,69.0,9.7,0.459,0.333,0.533,11.3,22.4,17.1,3.7,3.5,0.0,21.3,14.8,-0.1,0.1,0.0,0.034,-4.8,0.5,-4.4,0.0,
473.0,Matt Ryan,27.0,NYK,SF,19.0,0.0,68.0,6.2,0.439,0.613,0.065,0.0,13.3,6.7,5.9,1.5,0.0,8.6,22.2,-0.1,0.0,-0.1,-0.06,-5.1,-2.5,-7.6,-0.1,
474.0,Markelle Fultz,26.0,SAC,PG,8.0,0.0,68.0,6.2,0.491,0.125,0.042,3.3,8.1,5.7,14.1,2.9,1.4,29.0,21.6,-0.2,0.1,-0.1,-0.103,-7.6,-1.1,-8.7,-0.1,
475.0,Pete Nance,24.0,PHI,C,7.0,0.0,68.0,5.3,0.472,0.8,0.133,3.2,14.1,8.4,6.0,0.7,0.0,0.0,10.2,0.0,0.0,0.0,0.033,-4.4,-2.0,-6.4,-0.1,
476.0,Armel Traoré,22.0,LAL,SF,9.0,0.0,67.0,3.5,0.317,0.368,0.368,3.5,21.1,12.6,2.0,2.9,2.8,12.0,16.4,-0.2,0.1,-0.1,-0.087,-9.5,-0.4,-9.8,-0.1,
477.0,Kylor Kelley,27.0,DAL,C,8.0,1.0,67.0,17.2,0.767,0.0,0.462,13.1,20.6,16.9,4.1,0.0,2.6,6.0,10.6,0.2,0.1,0.3,0.2,-0.6,-1.8,-2.3,0.0,
478.0,Stanley Umude,25.0,MIL,SG,20.0,0.0,65.0,2.5,0.242,0.565,0.174,6.9,17.4,12.4,5.7,2.2,4.3,7.5,17.9,-0.3,0.1,-0.2,-0.116,-8.6,-1.1,-9.7,-0.1,
479.0,Yuki Kawamura,23.0,MEM,PG,20.0,0.0,63.0,9.0,0.487,0.727,0.273,0.0,11.6,5.9,27.4,0.7,0.0,14.0,18.1,0.0,0.0,0.1,0.059,-3.8,-0.9,-4.7,0.0,
480.0,Markieff Morris,35.0,2TM,PF,10.0,0.0,61.0,2.9,0.35,0.625,0.063,0.0,15.7,8.0,15.8,0.8,1.4,8.4,25.4,-0.2,0.0,-0.2,-0.136,-7.6,-2.9,-10.4,-0.1,
480.0,Markieff Morris,35.0,DAL,PF,7.0,0.0,41.0,0.0,0.273,0.591,0.0,0.0,20.7,10.5,13.0,1.2,2.1,8.3,25.1,-0.2,0.0,-0.2,-0.217,-10.3,-2.9,-13.2,-0.1,
480.0,Markieff Morris,35.0,LAL,PF,3.0,0.0,20.0,8.8,0.506,0.7,0.2,0.0,5.4,2.8,21.4,0.0,0.0,8.4,26.1,0.0,0.0,0.0,0.03,-2.0,-2.8,-4.8,0.0,
481.0,Sidy Cissoko,20.0,2TM,SF,20.0,0.0,60.0,9.7,0.533,0.389,0.333,7.1,12.3,9.7,14.3,0.8,0.0,12.7,16.8,0.0,0.0,0.0,0.023,-2.5,-1.4,-3.9,0.0,
481.0,Sidy Cissoko,20.0,SAS,SF,17.0,0.0,54.0,11.2,0.533,0.389,0.333,5.9,13.6,9.8,15.9,0.9,0.0,8.8,17.9,0.0,0.0,0.0,0.043,-1.7,-1.1,-2.7,0.0,
481.0,Sidy Cissoko,20.0,POR,SF,3.0,0.0,6.0,-4.5,,,,17.9,0.0,9.1,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,-0.164,-10.0,-4.1,-14.2,0.0,
482.0,Dariq Whitehead,20.0,BRK,SF,10.0,0.0,59.0,16.1,0.689,0.852,0.111,1.9,10.2,5.8,3.0,2.5,1.7,17.5,25.4,0.0,0.1,0.0,0.02,4.5,-0.4,4.0,0.1,
483.0,Jazian Gortman,21.0,DAL,PG,16.0,0.0,57.0,6.5,0.485,0.478,0.174,1.9,7.5,4.7,14.8,1.7,1.5,16.8,22.4,-0.1,0.0,-0.1,-0.05,-5.4,-0.8,-6.3,-0.1,
484.0,Liam Robbins,25.0,MIL,C,13.0,0.0,57.0,2.6,0.363,0.25,1.25,13.7,9.0,11.3,4.2,1.7,3.2,32.6,14.0,-0.1,0.1,-0.1,-0.063,-9.3,-1.4,-10.7,-0.1,
485.0,Keshad Johnson,23.0,MIA,SF,10.0,0.0,57.0,11.2,0.546,0.333,0.5,3.9,28.5,16.3,7.6,0.9,6.8,17.0,13.7,0.0,0.1,0.1,0.053,-4.1,0.8,-3.3,0.0,
486.0,Luke Travers,23.0,CLE,SG,9.0,0.0,55.0,3.5,0.337,0.364,0.182,10.2,13.4,11.8,10.4,0.9,1.6,29.6,13.0,-0.1,0.1,0.0,-0.04,-6.8,-1.9,-8.6,-0.1,
487.0,Mitchell Robinson,26.0,NYK,C,4.0,1.0,54.0,18.6,0.685,0.0,0.214,19.3,14.6,16.9,2.5,0.9,1.7,6.1,13.1,0.2,0.0,0.2,0.205,1.7,-1.0,0.8,0.0,
488.0,Kevin Knox,25.0,GSW,SF,7.0,0.0,51.0,19.3,0.543,0.458,0.167,12.1,10.8,11.5,12.3,0.9,7.4,3.7,22.0,0.1,0.1,0.2,0.16,0.9,-0.2,0.7,0.0,
489.0,Maxwell Lewis,22.0,2TM,SF,13.0,0.0,51.0,3.7,0.385,0.308,0.0,6.7,16.5,11.2,7.9,1.0,0.0,18.8,13.8,-0.1,0.0,-0.1,-0.053,-5.5,-2.6,-8.1,-0.1,
489.0,Maxwell Lewis,22.0,LAL,SF,7.0,0.0,29.0,2.2,0.333,0.0,0.0,8.0,0.0,3.9,8.8,1.7,0.0,25.0,12.1,-0.1,0.0,0.0,-0.077,-6.6,-2.9,-9.5,-0.1,
489.0,Maxwell Lewis,22.0,BRK,SF,6.0,0.0,22.0,5.6,0.429,0.571,0.0,5.0,38.2,20.9,6.6,0.0,0.0,12.5,15.9,0.0,0.0,0.0,-0.022,-4.1,-2.2,-6.3,0.0,
490.0,Jacob Toppin,24.0,NYK,SF,16.0,0.0,49.0,4.5,0.3,0.2,0.0,4.7,20.7,12.8,9.7,2.0,0.0,16.7,10.6,-0.1,0.1,0.0,-0.027,-6.3,0.2,-6.2,-0.1,
491.0,PJ Hall,22.0,DEN,C,15.0,0.0,46.0,10.6,0.476,0.357,0.286,10.0,27.3,19.1,8.0,0.0,3.9,11.3,16.3,0.0,0.0,0.1,0.055,-5.1,-1.7,-6.8,-0.1,
492.0,Jackson Rowe,28.0,GSW,PF,5.0,0.0,43.0,10.2,0.477,0.6,0.267,0.0,20.4,9.9,9.8,3.4,0.0,5.6,17.3,0.0,0.1,0.1,0.063,-4.6,0.8,-3.8,0.0,
493.0,JT Thor,22.0,CLE,PF,9.0,0.0,42.0,19.1,0.756,0.4,0.533,8.0,7.5,7.8,3.3,2.3,6.4,24.5,24.8,0.1,0.1,0.1,0.137,-1.0,1.2,0.2,0.0,
494.0,JD Davison,22.0,BOS,PG,9.0,0.0,39.0,3.6,0.536,0.667,0.556,0.0,8.4,4.2,9.8,2.5,0.0,34.9,19.3,-0.1,0.0,-0.1,-0.086,-7.4,-0.5,-8.0,-0.1,
495.0,Mason Jones,26.0,SAC,SG,8.0,0.0,37.0,21.8,0.573,0.412,0.176,6.0,18.0,12.0,41.5,0.0,0.0,5.2,22.3,0.1,0.0,0.2,0.21,3.8,-1.3,2.5,0.0,
496.0,Vlatko Čančar,27.0,DEN,PF,5.0,0.0,36.0,7.3,0.643,0.286,0.0,9.6,14.5,12.2,0.0,0.0,2.5,22.2,10.6,0.0,0.0,0.0,0.032,-5.2,-1.7,-6.9,0.0,
497.0,Spencer Jones,23.0,DEN,SF,13.0,0.0,35.0,-0.3,0.25,0.7,0.0,6.6,12.0,9.4,0.0,4.1,0.0,16.7,14.5,-0.1,0.0,-0.1,-0.118,-11.3,-1.4,-12.7,-0.1,
498.0,PJ Dozier,28.0,MIN,SG,9.0,0.0,35.0,9.5,0.621,1.0,2.0,3.2,12.5,7.9,18.3,1.4,0.0,15.1,8.2,0.0,0.0,0.1,0.105,-2.0,2.5,0.5,0.0,
499.0,James Johnson,37.0,IND,PF,11.0,0.0,33.0,2.3,0.424,0.333,0.111,0.0,16.8,8.5,15.6,0.0,5.5,29.8,17.6,-0.1,0.0,-0.1,-0.132,-8.0,0.2,-7.7,0.0,
500.0,E.J. Liddell,24.0,CHI,PF,7.0,0.0,33.0,12.3,0.689,0.8,0.2,3.2,12.6,7.9,12.4,1.4,2.6,15.5,16.3,0.1,0.0,0.1,0.114,-2.0,-0.2,-2.2,0.0,
501.0,D.J. Carton,24.0,TOR,SG,4.0,0.0,33.0,-2.6,0.202,0.429,0.143,0.0,13.5,6.6,11.0,2.9,0.0,35.0,14.6,-0.2,0.0,-0.1,-0.21,-10.2,-0.8,-11.0,-0.1,
502.0,Daeqwon Plowden,26.0,ATL,SG,2.0,0.0,33.0,24.5,1.103,0.8,0.2,9.6,6.8,8.2,0.0,0.0,0.0,8.4,14.7,0.2,0.0,0.2,0.222,7.3,1.2,8.5,0.1,
503.0,Ulrich Chomche,19.0,TOR,PF,7.0,0.0,32.0,5.3,0.425,0.0,0.4,13.5,13.9,13.7,7.9,0.0,3.0,25.4,10.4,0.0,0.0,0.0,-0.006,-5.9,-1.5,-7.4,0.0,
504.0,Cam Christie,19.0,LAC,SG,6.0,0.0,31.0,7.6,0.427,0.667,0.167,3.6,18.0,10.9,9.0,3.2,0.0,13.4,20.8,-0.1,0.1,0.0,-0.025,-4.9,2.0,-2.9,0.0,
505.0,Alex Reese,25.0,2TM,PF,4.0,0.0,31.0,29.4,0.678,0.556,0.333,21.2,27.1,23.9,4.8,4.8,9.7,8.8,16.0,0.1,0.1,0.2,0.283,6.2,1.9,8.1,0.1,
505.0,Alex Reese,25.0,OKC,PF,1.0,0.0,2.0,53.9,1.0,0.0,0.0,54.0,0.0,26.6,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,0.592,23.2,-3.7,19.5,0.0,
505.0,Alex Reese,25.0,PHI,PF,3.0,0.0,29.0,27.7,0.644,0.625,0.375,18.9,29.0,23.7,5.1,5.1,10.4,9.7,15.6,0.1,0.1,0.2,0.261,5.0,2.3,7.3,0.1,
506.0,Malachi Flynn,26.0,CHO,PG,3.0,0.0,29.0,10.5,0.59,0.125,0.375,7.1,11.4,9.1,15.8,1.7,0.0,24.4,17.9,0.0,0.0,0.0,0.024,-5.0,0.0,-5.0,0.0,
507.0,Josh Christopher,23.0,MIA,SG,8.0,0.0,28.0,-0.8,0.342,0.143,0.571,0.0,11.6,5.9,19.2,0.0,3.4,31.3,20.2,-0.1,0.0,-0.1,-0.207,-11.1,-4.2,-15.3,-0.1,
508.0,Jack McVeigh,28.0,HOU,PF,7.0,0.0,28.0,11.7,0.538,0.769,0.0,3.7,11.6,7.6,5.2,0.0,3.2,7.1,20.5,0.0,0.0,0.0,0.079,0.8,-1.8,-1.0,0.0,
509.0,Leonard Miller,21.0,MIN,SF,10.0,0.0,27.0,21.0,0.514,0.357,0.571,12.4,32.3,22.5,0.0,3.7,3.4,10.2,31.3,0.0,0.1,0.1,0.134,-4.1,-0.4,-4.5,0.0,
510.0,Emoni Bates,21.0,CLE,SF,7.0,0.0,27.0,-2.7,0.214,0.786,0.0,0.0,0.0,0.0,17.3,1.8,0.0,0.0,22.0,-0.1,0.0,-0.1,-0.173,-9.7,-3.8,-13.4,-0.1,
511.0,Isaiah Crawford,23.0,SAC,SF,7.0,0.0,26.0,10.9,0.509,0.333,0.333,0.0,29.8,14.9,0.0,1.9,3.7,0.0,11.3,0.0,0.0,0.0,0.076,-3.9,0.7,-3.2,0.0,
512.0,Jalen Bridges,23.0,PHO,SF,5.0,0.0,25.0,-5.5,0.41,1.0,0.5,0.0,12.8,6.6,0.0,0.0,0.0,45.0,15.7,-0.1,0.0,-0.1,-0.266,-10.7,-5.0,-15.7,-0.1,
513.0,Lamar Stevens,27.0,MEM,PF,4.0,0.0,25.0,5.8,0.383,0.3,0.4,4.3,25.0,14.8,0.0,1.8,0.0,7.8,20.3,-0.1,0.0,0.0,-0.038,-8.3,-4.6,-12.9,-0.1,
514.0,Bryce McGowens,22.0,POR,SG,10.0,0.0,23.0,11.4,0.611,0.375,0.75,4.7,0.0,2.4,6.5,2.1,0.0,22.0,24.8,0.0,0.0,0.0,0.005,-3.7,-1.3,-5.0,0.0,
515.0,Malevy Leons,25.0,OKC,SF,6.0,0.0,21.0,-2.3,0.266,0.5,2.0,5.1,10.0,7.6,5.2,0.0,0.0,21.0,9.6,0.0,0.0,0.0,-0.049,-10.5,-2.0,-12.5,-0.1,
516.0,Adama Sanogo,22.0,CHI,C,4.0,0.0,21.0,15.2,0.571,0.0,0.0,25.2,4.9,15.0,6.9,0.0,0.0,12.5,15.9,0.0,0.0,0.0,0.098,0.7,-3.6,-3.0,0.0,
517.0,Taze Moore,26.0,POR,SG,2.0,0.0,20.0,7.1,0.276,0.4,0.2,21.5,22.1,21.8,6.8,4.9,0.0,15.5,27.0,-0.1,0.0,-0.1,-0.158,-3.8,-0.6,-4.4,0.0,
518.0,Justin Minaya,25.0,POR,SF,7.0,0.0,19.0,4.0,0.0,0.5,0.0,11.3,5.8,8.6,12.6,2.6,0.0,0.0,4.4,0.0,0.0,0.0,0.021,-6.7,0.4,-6.3,0.0,
519.0,N'Faly Dante,23.0,HOU,C,1.0,0.0,19.0,25.5,0.683,0.0,0.5,21.8,28.5,25.1,8.0,0.0,9.4,12.0,18.0,0.1,0.0,0.1,0.277,1.5,0.5,2.0,0.0,
520.0,David Duke Jr.,25.0,SAS,SG,4.0,0.0,18.0,2.1,0.317,0.143,0.286,0.0,17.5,8.8,22.1,0.0,0.0,11.3,21.0,-0.1,0.0,-0.1,-0.148,-7.6,-3.8,-11.4,0.0,
521.0,Bobi Klintman,21.0,DET,SF,6.0,0.0,17.0,-2.1,0.0,0.5,0.0,0.0,25.8,13.1,6.7,0.0,5.7,33.3,7.4,-0.1,0.0,0.0,-0.107,-10.2,-0.3,-10.5,0.0,
522.0,Lester Quiñones,24.0,PHI,SG,4.0,0.0,17.0,8.4,0.533,0.375,0.125,19.4,7.1,13.5,10.2,0.0,0.0,32.2,32.1,-0.1,0.0,-0.1,-0.202,-3.6,-6.9,-10.5,0.0,
523.0,Yuri Collins,23.0,GSW,PG,2.0,0.0,16.0,13.9,0.333,0.0,0.0,12.9,6.9,10.0,31.6,6.0,0.0,0.0,7.8,0.0,0.0,0.1,0.209,-6.1,6.4,0.2,0.0,
524.0,Trentyn Flowers,19.0,LAC,SF,2.0,0.0,16.0,7.9,0.477,0.222,0.111,7.0,21.0,14.0,0.0,0.0,0.0,9.6,28.3,0.0,0.0,0.0,-0.048,-5.4,-0.3,-5.7,0.0,
525.0,Tristen Newton,23.0,2TM,SG,8.0,0.0,16.0,-6.1,0.178,0.375,0.125,13.9,13.6,13.8,15.5,3.1,0.0,19.2,28.3,-0.1,0.0,-0.1,-0.335,-16.7,-4.2,-20.8,-0.1,
525.0,Tristen Newton,23.0,IND,SG,5.0,0.0,8.0,-15.3,0.233,0.5,0.167,0.0,0.0,0.0,16.1,0.0,0.0,13.4,40.3,-0.1,0.0,-0.1,-0.559,-22.0,-11.0,-33.0,-0.1,
525.0,Tristen Newton,23.0,MIN,SG,3.0,0.0,8.0,3.1,0.0,0.0,0.0,27.8,27.3,27.6,15.0,6.2,0.0,33.3,16.3,0.0,0.0,0.0,-0.111,-11.3,2.7,-8.6,0.0,
526.0,RayJ Dennis,23.0,IND,PG,7.0,0.0,15.0,5.6,0.425,0.8,0.4,7.6,22.1,15.0,16.0,6.4,0.0,33.8,25.7,-0.1,0.0,0.0,-0.114,-11.1,2.8,-8.3,0.0,
527.0,Nae'Qwan Tomlin,24.0,CLE,PF,3.0,0.0,14.0,15.4,0.536,0.25,0.375,8.0,37.5,23.3,0.0,0.0,0.0,9.7,31.3,0.0,0.0,0.0,0.049,-7.0,-3.4,-10.4,0.0,
528.0,Jalen Hood-Schifino,21.0,LAL,SG,2.0,0.0,14.0,11.5,1.064,0.0,2.0,8.3,0.0,4.0,9.2,0.0,6.7,34.7,9.0,0.0,0.0,0.0,0.161,-3.8,1.6,-2.2,0.0,
529.0,Daishen Nix,22.0,MIN,PG,3.0,0.0,13.0,-7.0,0.266,1.0,2.0,0.0,33.6,17.0,27.6,0.0,0.0,68.0,19.6,-0.1,0.0,-0.1,-0.329,-15.0,-1.4,-16.3,0.0,
530.0,Cole Swider,25.0,DET,SF,2.0,0.0,13.0,-11.0,0.0,1.0,0.0,0.0,16.9,8.5,8.7,0.0,0.0,0.0,16.2,-0.1,0.0,-0.1,-0.315,-14.7,-5.8,-20.5,-0.1,
531.0,Harrison Ingram,22.0,SAS,SF,2.0,0.0,11.0,-5.8,0.0,0.5,0.0,0.0,19.1,9.6,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,-0.169,-11.3,-3.8,-15.1,0.0,
